country,currency,fx_symbol,date,usd_per_local_currency
Belgien,EUR,EURUSD=X,2017-01-02,1.052698016166687
Belgien,EUR,EURUSD=X,2017-01-03,1.0460032224655151
Belgien,EUR,EURUSD=X,2017-01-04,1.0419923067092896
Belgien,EUR,EURUSD=X,2017-01-05,1.0500892400741577
Belgien,EUR,EURUSD=X,2017-01-06,1.0605915784835815
Belgien,EUR,EURUSD=X,2017-01-09,1.0531858205795288
Belgien,EUR,EURUSD=X,2017-01-10,1.0588620901107788
Belgien,EUR,EURUSD=X,2017-01-11,1.0552419424057007
Belgien,EUR,EURUSD=X,2017-01-12,1.0597710609436035
Belgien,EUR,EURUSD=X,2017-01-13,1.0616837739944458
Belgien,EUR,EURUSD=X,2017-01-16,1.0628687143325806
Belgien,EUR,EURUSD=X,2017-01-17,1.0602991580963135
Belgien,EUR,EURUSD=X,2017-01-18,1.0696789026260376
Belgien,EUR,EURUSD=X,2017-01-19,1.062778353691101
Belgien,EUR,EURUSD=X,2017-01-20,1.0659730434417725
Belgien,EUR,EURUSD=X,2017-01-23,1.0713750123977661
Belgien,EUR,EURUSD=X,2017-01-24,1.0760787725448608
Belgien,EUR,EURUSD=X,2017-01-25,1.0728693008422852
Belgien,EUR,EURUSD=X,2017-01-26,1.0751993656158447
Belgien,EUR,EURUSD=X,2017-01-27,1.068296194076538
Belgien,EUR,EURUSD=X,2017-01-30,1.0713980197906494
Belgien,EUR,EURUSD=X,2017-01-31,1.0708587169647217
Belgien,EUR,EURUSD=X,2017-02-01,1.0803803205490112
Belgien,EUR,EURUSD=X,2017-02-02,1.0767391920089722
Belgien,EUR,EURUSD=X,2017-02-03,1.0761713981628418
Belgien,EUR,EURUSD=X,2017-02-06,1.0782949924468994
Belgien,EUR,EURUSD=X,2017-02-07,1.0743216276168823
Belgien,EUR,EURUSD=X,2017-02-08,1.0678056478500366
Belgien,EUR,EURUSD=X,2017-02-09,1.0692213773727417
Belgien,EUR,EURUSD=X,2017-02-10,1.0658594369888306
Belgien,EUR,EURUSD=X,2017-02-13,1.061954379081726
Belgien,EUR,EURUSD=X,2017-02-14,1.059849739074707
Belgien,EUR,EURUSD=X,2017-02-15,1.0578316450119019
Belgien,EUR,EURUSD=X,2017-02-16,1.0607378482818604
Belgien,EUR,EURUSD=X,2017-02-17,1.0672245025634766
Belgien,EUR,EURUSD=X,2017-02-20,1.062665343284607
Belgien,EUR,EURUSD=X,2017-02-21,1.0609403848648071
Belgien,EUR,EURUSD=X,2017-02-22,1.0542073249816895
Belgien,EUR,EURUSD=X,2017-02-23,1.0554089546203613
Belgien,EUR,EURUSD=X,2017-02-24,1.0584474802017212
Belgien,EUR,EURUSD=X,2017-02-27,1.055275321006775
Belgien,EUR,EURUSD=X,2017-02-28,1.0584250688552856
Belgien,EUR,EURUSD=X,2017-03-01,1.0569148063659668
Belgien,EUR,EURUSD=X,2017-03-02,1.0535852909088135
Belgien,EUR,EURUSD=X,2017-03-03,1.0509721040725708
Belgien,EUR,EURUSD=X,2017-03-06,1.062044620513916
Belgien,EUR,EURUSD=X,2017-03-07,1.0579211711883545
Belgien,EUR,EURUSD=X,2017-03-08,1.0570154190063477
Belgien,EUR,EURUSD=X,2017-03-09,1.0547411441802979
Belgien,EUR,EURUSD=X,2017-03-10,1.0578428506851196
Belgien,EUR,EURUSD=X,2017-03-13,1.0690041780471802
Belgien,EUR,EURUSD=X,2017-03-14,1.0651443004608154
Belgien,EUR,EURUSD=X,2017-03-15,1.0612443685531616
Belgien,EUR,EURUSD=X,2017-03-16,1.0737909078598022
Belgien,EUR,EURUSD=X,2017-03-17,1.077470064163208
Belgien,EUR,EURUSD=X,2017-03-20,1.0742985010147095
Belgien,EUR,EURUSD=X,2017-03-21,1.073767900466919
Belgien,EUR,EURUSD=X,2017-03-22,1.081244707107544
Belgien,EUR,EURUSD=X,2017-03-23,1.0790164470672607
Belgien,EUR,EURUSD=X,2017-03-24,1.0783880949020386
Belgien,EUR,EURUSD=X,2017-03-27,1.0849517583847046
Belgien,EUR,EURUSD=X,2017-03-28,1.0860947370529175
Belgien,EUR,EURUSD=X,2017-03-29,1.0817711353302002
Belgien,EUR,EURUSD=X,2017-03-30,1.0759629011154175
Belgien,EUR,EURUSD=X,2017-03-31,1.0687072277069092
Belgien,EUR,EURUSD=X,2017-04-03,1.0668829679489136
Belgien,EUR,EURUSD=X,2017-04-04,1.067008137702942
Belgien,EUR,EURUSD=X,2017-04-05,1.0680338144302368
Belgien,EUR,EURUSD=X,2017-04-06,1.0672472715377808
Belgien,EUR,EURUSD=X,2017-04-07,1.0644639730453491
Belgien,EUR,EURUSD=X,2017-04-10,1.0582010746002197
Belgien,EUR,EURUSD=X,2017-04-11,1.0597598552703857
Belgien,EUR,EURUSD=X,2017-04-12,1.0611318349838257
Belgien,EUR,EURUSD=X,2017-04-13,1.0670650005340576
Belgien,EUR,EURUSD=X,2017-04-14,1.0616387128829956
Belgien,EUR,EURUSD=X,2017-04-17,1.0610530376434326
Belgien,EUR,EURUSD=X,2017-04-18,1.0644525289535522
Belgien,EUR,EURUSD=X,2017-04-19,1.0728693008422852
Belgien,EUR,EURUSD=X,2017-04-20,1.0715012550354004
Belgien,EUR,EURUSD=X,2017-04-21,1.0714898109436035
Belgien,EUR,EURUSD=X,2017-04-24,1.087393879890442
Belgien,EUR,EURUSD=X,2017-04-25,1.0864840745925903
Belgien,EUR,EURUSD=X,2017-04-26,1.0928245782852173
Belgien,EUR,EURUSD=X,2017-04-27,1.090893268585205
Belgien,EUR,EURUSD=X,2017-04-28,1.0864251852035522
Belgien,EUR,EURUSD=X,2017-05-01,1.0907504558563232
Belgien,EUR,EURUSD=X,2017-05-02,1.090893268585205
Belgien,EUR,EURUSD=X,2017-05-03,1.0935654640197754
Belgien,EUR,EURUSD=X,2017-05-04,1.0888975858688354
Belgien,EUR,EURUSD=X,2017-05-05,1.098152995109558
Belgien,EUR,EURUSD=X,2017-05-08,1.0965152978897095
Belgien,EUR,EURUSD=X,2017-05-09,1.0927767753601074
Belgien,EUR,EURUSD=X,2017-05-10,1.0886842012405396
Belgien,EUR,EURUSD=X,2017-05-11,1.087074637413025
Belgien,EUR,EURUSD=X,2017-05-12,1.0864958763122559
Belgien,EUR,EURUSD=X,2017-05-15,1.0927289724349976
Belgien,EUR,EURUSD=X,2017-05-16,1.0981770753860474
Belgien,EUR,EURUSD=X,2017-05-17,1.1093976497650146
Belgien,EUR,EURUSD=X,2017-05-18,1.115635633468628
Belgien,EUR,EURUSD=X,2017-05-19,1.1113580465316772
Belgien,EUR,EURUSD=X,2017-05-22,1.120485782623291
Belgien,EUR,EURUSD=X,2017-05-23,1.123885989189148
Belgien,EUR,EURUSD=X,2017-05-24,1.11793053150177
Belgien,EUR,EURUSD=X,2017-05-25,1.1230907440185547
Belgien,EUR,EURUSD=X,2017-05-26,1.121076226234436
Belgien,EUR,EURUSD=X,2017-05-29,1.1176055669784546
Belgien,EUR,EURUSD=X,2017-05-30,1.1129041910171509
Belgien,EUR,EURUSD=X,2017-05-31,1.117168664932251
Belgien,EUR,EURUSD=X,2017-06-01,1.1243535280227661
Belgien,EUR,EURUSD=X,2017-06-02,1.1215791702270508
Belgien,EUR,EURUSD=X,2017-06-05,1.128082513809204
Belgien,EUR,EURUSD=X,2017-06-06,1.1256824731826782
Belgien,EUR,EURUSD=X,2017-06-07,1.1271415948867798
Belgien,EUR,EURUSD=X,2017-06-08,1.125517725944519
Belgien,EUR,EURUSD=X,2017-06-09,1.1184805631637573
Belgien,EUR,EURUSD=X,2017-06-12,1.1201971769332886
Belgien,EUR,EURUSD=X,2017-06-13,1.1196202039718628
Belgien,EUR,EURUSD=X,2017-06-14,1.1208877563476562
Belgien,EUR,EURUSD=X,2017-06-15,1.1215791702270508
Belgien,EUR,EURUSD=X,2017-06-16,1.1146905422210693
Belgien,EUR,EURUSD=X,2017-06-19,1.120824933052063
Belgien,EUR,EURUSD=X,2017-06-20,1.1144545078277588
Belgien,EUR,EURUSD=X,2017-06-21,1.1136974096298218
Belgien,EUR,EURUSD=X,2017-06-22,1.1167196035385132
Belgien,EUR,EURUSD=X,2017-06-23,1.1149640083312988
Belgien,EUR,EURUSD=X,2017-06-26,1.1198835372924805
Belgien,EUR,EURUSD=X,2017-06-27,1.118355631828308
Belgien,EUR,EURUSD=X,2017-06-28,1.1339154243469238
Belgien,EUR,EURUSD=X,2017-06-29,1.1382650136947632
Belgien,EUR,EURUSD=X,2017-06-30,1.144164800643921
Belgien,EUR,EURUSD=X,2017-07-03,1.1423088312149048
Belgien,EUR,EURUSD=X,2017-07-04,1.1371389627456665
Belgien,EUR,EURUSD=X,2017-07-05,1.1360150575637817
Belgien,EUR,EURUSD=X,2017-07-06,1.1346874237060547
Belgien,EUR,EURUSD=X,2017-07-07,1.1424784660339355
Belgien,EUR,EURUSD=X,2017-07-10,1.140380859375
Belgien,EUR,EURUSD=X,2017-07-12,1.1473942995071411
Belgien,EUR,EURUSD=X,2017-07-13,1.1418914794921875
Belgien,EUR,EURUSD=X,2017-07-14,1.140393853187561
Belgien,EUR,EURUSD=X,2017-07-17,1.1475391387939453
Belgien,EUR,EURUSD=X,2017-07-18,1.1474337577819824
Belgien,EUR,EURUSD=X,2017-07-19,1.1549744606018066
Belgien,EUR,EURUSD=X,2017-07-20,1.1528440713882446
Belgien,EUR,EURUSD=X,2017-07-21,1.1628718376159668
Belgien,EUR,EURUSD=X,2017-07-24,1.1681697368621826
Belgien,EUR,EURUSD=X,2017-07-25,1.1638869047164917
Belgien,EUR,EURUSD=X,2017-07-26,1.1644561290740967
Belgien,EUR,EURUSD=X,2017-07-27,1.1728004217147827
Belgien,EUR,EURUSD=X,2017-07-28,1.1688660383224487
Belgien,EUR,EURUSD=X,2017-07-31,1.1747292280197144
Belgien,EUR,EURUSD=X,2017-08-01,1.182410478591919
Belgien,EUR,EURUSD=X,2017-08-02,1.1811256408691406
Belgien,EUR,EURUSD=X,2017-08-03,1.1851149797439575
Belgien,EUR,EURUSD=X,2017-08-04,1.1884952783584595
Belgien,EUR,EURUSD=X,2017-08-07,1.1778424978256226
Belgien,EUR,EURUSD=X,2017-08-08,1.1800941228866577
Belgien,EUR,EURUSD=X,2017-08-09,1.1754610538482666
Belgien,EUR,EURUSD=X,2017-08-10,1.1761523485183716
Belgien,EUR,EURUSD=X,2017-08-11,1.177024483680725
Belgien,EUR,EURUSD=X,2017-08-14,1.182550311088562
Belgien,EUR,EURUSD=X,2017-08-15,1.1775789260864258
Belgien,EUR,EURUSD=X,2017-08-16,1.1741223335266113
Belgien,EUR,EURUSD=X,2017-08-17,1.1774264574050903
Belgien,EUR,EURUSD=X,2017-08-18,1.1715501546859741
Belgien,EUR,EURUSD=X,2017-08-21,1.1756268739700317
Belgien,EUR,EURUSD=X,2017-08-22,1.1811953783035278
Belgien,EUR,EURUSD=X,2017-08-23,1.176221489906311
Belgien,EUR,EURUSD=X,2017-08-24,1.1816558837890625
Belgien,EUR,EURUSD=X,2017-08-25,1.1802195310592651
Belgien,EUR,EURUSD=X,2017-08-28,1.1951857805252075
Belgien,EUR,EURUSD=X,2017-08-29,1.1963869333267212
Belgien,EUR,EURUSD=X,2017-08-30,1.1970456838607788
Belgien,EUR,EURUSD=X,2017-08-31,1.1893434524536133
Belgien,EUR,EURUSD=X,2017-09-01,1.1910432577133179
Belgien,EUR,EURUSD=X,2017-09-04,1.1882835626602173
Belgien,EUR,EURUSD=X,2017-09-05,1.1893434524536133
Belgien,EUR,EURUSD=X,2017-09-06,1.1924067735671997
Belgien,EUR,EURUSD=X,2017-09-07,1.1927765607833862
Belgien,EUR,EURUSD=X,2017-09-08,1.2029062509536743
Belgien,EUR,EURUSD=X,2017-09-11,1.2017642259597778
Belgien,EUR,EURUSD=X,2017-09-12,1.1959433555603027
Belgien,EUR,EURUSD=X,2017-09-13,1.1974613666534424
Belgien,EUR,EURUSD=X,2017-09-14,1.1890605688095093
Belgien,EUR,EURUSD=X,2017-09-15,1.1921650171279907
Belgien,EUR,EURUSD=X,2017-09-18,1.193716287612915
Belgien,EUR,EURUSD=X,2017-09-19,1.1959290504455566
Belgien,EUR,EURUSD=X,2017-09-20,1.199256420135498
Belgien,EUR,EURUSD=X,2017-09-21,1.1872113943099976
Belgien,EUR,EURUSD=X,2017-09-22,1.194557547569275
Belgien,EUR,EURUSD=X,2017-09-25,1.1927196979522705
Belgien,EUR,EURUSD=X,2017-09-26,1.185564637184143
Belgien,EUR,EURUSD=X,2017-09-27,1.1786059141159058
Belgien,EUR,EURUSD=X,2017-09-28,1.1749638319015503
Belgien,EUR,EURUSD=X,2017-09-29,1.178175449371338
Belgien,EUR,EURUSD=X,2017-10-02,1.1807351112365723
Belgien,EUR,EURUSD=X,2017-10-03,1.173378348350525
Belgien,EUR,EURUSD=X,2017-10-04,1.1747568845748901
Belgien,EUR,EURUSD=X,2017-10-05,1.175723671913147
Belgien,EUR,EURUSD=X,2017-10-06,1.1712344884872437
Belgien,EUR,EURUSD=X,2017-10-09,1.1742464303970337
Belgien,EUR,EURUSD=X,2017-10-10,1.1741636991500854
Belgien,EUR,EURUSD=X,2017-10-11,1.1814883947372437
Belgien,EUR,EURUSD=X,2017-10-12,1.1865493059158325
Belgien,EUR,EURUSD=X,2017-10-13,1.1831799745559692
Belgien,EUR,EURUSD=X,2017-10-16,1.181404709815979
Belgien,EUR,EURUSD=X,2017-10-17,1.1794538497924805
Belgien,EUR,EURUSD=X,2017-10-18,1.1771907806396484
Belgien,EUR,EURUSD=X,2017-10-19,1.1795234680175781
Belgien,EUR,EURUSD=X,2017-10-20,1.184805989265442
Belgien,EUR,EURUSD=X,2017-10-23,1.175364375114441
Belgien,EUR,EURUSD=X,2017-10-24,1.1759172677993774
Belgien,EUR,EURUSD=X,2017-10-25,1.1759034395217896
Belgien,EUR,EURUSD=X,2017-10-26,1.182075023651123
Belgien,EUR,EURUSD=X,2017-10-27,1.163724422454834
Belgien,EUR,EURUSD=X,2017-10-30,1.1604562997817993
Belgien,EUR,EURUSD=X,2017-10-31,1.1652703285217285
Belgien,EUR,EURUSD=X,2017-11-01,1.165175199508667
Belgien,EUR,EURUSD=X,2017-11-02,1.1628718376159668
Belgien,EUR,EURUSD=X,2017-11-03,1.1661807298660278
Belgien,EUR,EURUSD=X,2017-11-06,1.1614941358566284
Belgien,EUR,EURUSD=X,2017-11-07,1.1612648963928223
Belgien,EUR,EURUSD=X,2017-11-08,1.1601063013076782
Belgien,EUR,EURUSD=X,2017-11-09,1.15968918800354
Belgien,EUR,EURUSD=X,2017-11-10,1.164686679840088
Belgien,EUR,EURUSD=X,2017-11-13,1.1661127805709839
Belgien,EUR,EURUSD=X,2017-11-14,1.1664936542510986
Belgien,EUR,EURUSD=X,2017-11-15,1.1792869567871094
Belgien,EUR,EURUSD=X,2017-11-17,1.1777453422546387
Belgien,EUR,EURUSD=X,2017-11-20,1.1731857061386108
Belgien,EUR,EURUSD=X,2017-11-21,1.1741223335266113
Belgien,EUR,EURUSD=X,2017-11-22,1.173722743988037
Belgien,EUR,EURUSD=X,2017-11-23,1.1814744472503662
Belgien,EUR,EURUSD=X,2017-11-24,1.1853959560394287
Belgien,EUR,EURUSD=X,2017-11-27,1.1926485300064087
Belgien,EUR,EURUSD=X,2017-11-28,1.1904903650283813
Belgien,EUR,EURUSD=X,2017-11-29,1.184805989265442
Belgien,EUR,EURUSD=X,2017-11-30,1.18519926071167
Belgien,EUR,EURUSD=X,2017-12-01,1.1898245811462402
Belgien,EUR,EURUSD=X,2017-12-04,1.1859863996505737
Belgien,EUR,EURUSD=X,2017-12-05,1.1867746114730835
Belgien,EUR,EURUSD=X,2017-12-06,1.1832919120788574
Belgien,EUR,EURUSD=X,2017-12-07,1.1804285049438477
Belgien,EUR,EURUSD=X,2017-12-08,1.1772184371948242
Belgien,EUR,EURUSD=X,2017-12-11,1.1769968271255493
Belgien,EUR,EURUSD=X,2017-12-12,1.1777591705322266
Belgien,EUR,EURUSD=X,2017-12-13,1.1742602586746216
Belgien,EUR,EURUSD=X,2017-12-14,1.1835860013961792
Belgien,EUR,EURUSD=X,2017-12-15,1.1774957180023193
Belgien,EUR,EURUSD=X,2017-12-18,1.1743566989898682
Belgien,EUR,EURUSD=X,2017-12-19,1.1784253120422363
Belgien,EUR,EURUSD=X,2017-12-20,1.1841325759887695
Belgien,EUR,EURUSD=X,2017-12-21,1.1878176927566528
Belgien,EUR,EURUSD=X,2017-12-22,1.1857331991195679
Belgien,EUR,EURUSD=X,2017-12-25,1.1856067180633545
Belgien,EUR,EURUSD=X,2017-12-26,1.187253713607788
Belgien,EUR,EURUSD=X,2017-12-27,1.1857894659042358
Belgien,EUR,EURUSD=X,2017-12-28,1.1900794506072998
Belgien,EUR,EURUSD=X,2017-12-29,1.1941723823547363
Belgien,EUR,EURUSD=X,2018-01-01,1.200494647026062
Belgien,EUR,EURUSD=X,2018-01-02,1.2011579275131226
Belgien,EUR,EURUSD=X,2018-01-03,1.2063454389572144
Belgien,EUR,EURUSD=X,2018-01-04,1.2010425329208374
Belgien,EUR,EURUSD=X,2018-01-05,1.2068840265274048
Belgien,EUR,EURUSD=X,2018-01-08,1.2037460803985596
Belgien,EUR,EURUSD=X,2018-01-09,1.1970456838607788
Belgien,EUR,EURUSD=X,2018-01-10,1.1929330825805664
Belgien,EUR,EURUSD=X,2018-01-11,1.1956144571304321
Belgien,EUR,EURUSD=X,2018-01-12,1.2042099237442017
Belgien,EUR,EURUSD=X,2018-01-15,1.2192296981811523
Belgien,EUR,EURUSD=X,2018-01-16,1.2268433570861816
Belgien,EUR,EURUSD=X,2018-01-17,1.227129340171814
Belgien,EUR,EURUSD=X,2018-01-18,1.218397855758667
Belgien,EUR,EURUSD=X,2018-01-19,1.2236607074737549
Belgien,EUR,EURUSD=X,2018-01-22,1.2255502939224243
Belgien,EUR,EURUSD=X,2018-01-23,1.2256253957748413
Belgien,EUR,EURUSD=X,2018-01-24,1.2310267686843872
Belgien,EUR,EURUSD=X,2018-01-25,1.239111304283142
Belgien,EUR,EURUSD=X,2018-01-26,1.239234209060669
Belgien,EUR,EURUSD=X,2018-01-29,1.2428072690963745
Belgien,EUR,EURUSD=X,2018-01-30,1.2381141185760498
Belgien,EUR,EURUSD=X,2018-01-31,1.2409565448760986
Belgien,EUR,EURUSD=X,2018-02-01,1.241865873336792
Belgien,EUR,EURUSD=X,2018-02-02,1.2510008811950684
Belgien,EUR,EURUSD=X,2018-02-05,1.244694471359253
Belgien,EUR,EURUSD=X,2018-02-06,1.2367818355560303
Belgien,EUR,EURUSD=X,2018-02-07,1.2381294965744019
Belgien,EUR,EURUSD=X,2018-02-08,1.2268133163452148
Belgien,EUR,EURUSD=X,2018-02-09,1.2260762453079224
Belgien,EUR,EURUSD=X,2018-02-12,1.2252799272537231
Belgien,EUR,EURUSD=X,2018-02-13,1.2303755283355713
Belgien,EUR,EURUSD=X,2018-02-14,1.235376238822937
Belgien,EUR,EURUSD=X,2018-02-15,1.2467273473739624
Belgien,EUR,EURUSD=X,2018-02-16,1.2503595352172852
Belgien,EUR,EURUSD=X,2018-02-19,1.241187572479248
Belgien,EUR,EURUSD=X,2018-02-20,1.2398641109466553
Belgien,EUR,EURUSD=X,2018-02-21,1.233532428741455
Belgien,EUR,EURUSD=X,2018-02-22,1.2281843423843384
Belgien,EUR,EURUSD=X,2018-02-23,1.2326656579971313
Belgien,EUR,EURUSD=X,2018-02-26,1.228712558746338
Belgien,EUR,EURUSD=X,2018-02-27,1.2315573692321777
Belgien,EUR,EURUSD=X,2018-02-28,1.2230321168899536
Belgien,EUR,EURUSD=X,2018-03-01,1.2191256284713745
Belgien,EUR,EURUSD=X,2018-03-02,1.2270842790603638
Belgien,EUR,EURUSD=X,2018-03-05,1.2315422296524048
Belgien,EUR,EURUSD=X,2018-03-06,1.2336541414260864
Belgien,EUR,EURUSD=X,2018-03-07,1.2416653633117676
Belgien,EUR,EURUSD=X,2018-03-08,1.2414649724960327
Belgien,EUR,EURUSD=X,2018-03-09,1.2306632995605469
Belgien,EUR,EURUSD=X,2018-03-12,1.2308752536773682
Belgien,EUR,EURUSD=X,2018-03-13,1.2339584827423096
Belgien,EUR,EURUSD=X,2018-03-14,1.239234209060669
Belgien,EUR,EURUSD=X,2018-03-15,1.2375624179840088
Belgien,EUR,EURUSD=X,2018-03-16,1.2309207916259766
Belgien,EUR,EURUSD=X,2018-03-19,1.228078842163086
Belgien,EUR,EURUSD=X,2018-03-20,1.2336845397949219
Belgien,EUR,EURUSD=X,2018-03-21,1.2251899242401123
Belgien,EUR,EURUSD=X,2018-03-22,1.2347661256790161
Belgien,EUR,EURUSD=X,2018-03-23,1.2324985265731812
Belgien,EUR,EURUSD=X,2018-03-26,1.235437273979187
Belgien,EUR,EURUSD=X,2018-03-27,1.2457488775253296
Belgien,EUR,EURUSD=X,2018-03-28,1.240787148475647
Belgien,EUR,EURUSD=X,2018-03-29,1.2310267686843872
Belgien,EUR,EURUSD=X,2018-03-30,1.2302846908569336
Belgien,EUR,EURUSD=X,2018-04-02,1.231420874595642
Belgien,EUR,EURUSD=X,2018-04-03,1.229271411895752
Belgien,EUR,EURUSD=X,2018-04-04,1.2278525829315186
Belgien,EUR,EURUSD=X,2018-04-05,1.228682279586792
Belgien,EUR,EURUSD=X,2018-04-06,1.2251598834991455
Belgien,EUR,EURUSD=X,2018-04-09,1.227144479751587
Belgien,EUR,EURUSD=X,2018-04-10,1.2322403192520142
Belgien,EUR,EURUSD=X,2018-04-11,1.2363078594207764
Belgien,EUR,EURUSD=X,2018-04-12,1.2371643781661987
Belgien,EUR,EURUSD=X,2018-04-13,1.2329696416854858
Belgien,EUR,EURUSD=X,2018-04-16,1.233258605003357
Belgien,EUR,EURUSD=X,2018-04-17,1.2385127544403076
Belgien,EUR,EURUSD=X,2018-04-18,1.237317442893982
Belgien,EUR,EURUSD=X,2018-04-19,1.237914800643921
Belgien,EUR,EURUSD=X,2018-04-20,1.2345526218414307
Belgien,EUR,EURUSD=X,2018-04-23,1.2273402214050293
Belgien,EUR,EURUSD=X,2018-04-24,1.22089684009552
Belgien,EUR,EURUSD=X,2018-04-25,1.2241400480270386
Belgien,EUR,EURUSD=X,2018-04-26,1.2171669006347656
Belgien,EUR,EURUSD=X,2018-04-27,1.2109616994857788
Belgien,EUR,EURUSD=X,2018-04-30,1.2122827768325806
Belgien,EUR,EURUSD=X,2018-05-01,1.2081234455108643
Belgien,EUR,EURUSD=X,2018-05-02,1.1991558074951172
Belgien,EUR,EURUSD=X,2018-05-03,1.19510018825531
Belgien,EUR,EURUSD=X,2018-05-04,1.1989257335662842
Belgien,EUR,EURUSD=X,2018-05-07,1.195500135421753
Belgien,EUR,EURUSD=X,2018-05-08,1.1933743953704834
Belgien,EUR,EURUSD=X,2018-05-09,1.1867886781692505
Belgien,EUR,EURUSD=X,2018-05-10,1.184721827507019
Belgien,EUR,EURUSD=X,2018-05-11,1.1917530298233032
Belgien,EUR,EURUSD=X,2018-05-14,1.1952143907546997
Belgien,EUR,EURUSD=X,2018-05-15,1.1931180953979492
Belgien,EUR,EURUSD=X,2018-05-16,1.1820889711380005
Belgien,EUR,EURUSD=X,2018-05-17,1.1816978454589844
Belgien,EUR,EURUSD=X,2018-05-18,1.1795234680175781
Belgien,EUR,EURUSD=X,2018-05-21,1.1766643524169922
Belgien,EUR,EURUSD=X,2018-05-22,1.1792453527450562
Belgien,EUR,EURUSD=X,2018-05-23,1.1788560152053833
Belgien,EUR,EURUSD=X,2018-05-24,1.1710150241851807
Belgien,EUR,EURUSD=X,2018-05-25,1.1722642183303833
Belgien,EUR,EURUSD=X,2018-05-28,1.1688934564590454
Belgien,EUR,EURUSD=X,2018-05-29,1.162696123123169
Belgien,EUR,EURUSD=X,2018-05-30,1.1539349555969238
Belgien,EUR,EURUSD=X,2018-05-31,1.1667250394821167
Belgien,EUR,EURUSD=X,2018-06-01,1.1693171262741089
Belgien,EUR,EURUSD=X,2018-06-04,1.1668611764907837
Belgien,EUR,EURUSD=X,2018-06-05,1.1700559854507446
Belgien,EUR,EURUSD=X,2018-06-06,1.1726216077804565
Belgien,EUR,EURUSD=X,2018-06-07,1.178550362586975
Belgien,EUR,EURUSD=X,2018-06-08,1.1795234680175781
Belgien,EUR,EURUSD=X,2018-06-11,1.1783976554870605
Belgien,EUR,EURUSD=X,2018-06-12,1.177412509918213
Belgien,EUR,EURUSD=X,2018-06-13,1.17482590675354
Belgien,EUR,EURUSD=X,2018-06-14,1.1807769536972046
Belgien,EUR,EURUSD=X,2018-06-15,1.1566576957702637
Belgien,EUR,EURUSD=X,2018-06-18,1.159595012664795
Belgien,EUR,EURUSD=X,2018-06-19,1.1630746126174927
Belgien,EUR,EURUSD=X,2018-06-20,1.1588560342788696
Belgien,EUR,EURUSD=X,2018-06-21,1.1579033136367798
Belgien,EUR,EURUSD=X,2018-06-22,1.1605775356292725
Belgien,EUR,EURUSD=X,2018-06-25,1.1661399602890015
Belgien,EUR,EURUSD=X,2018-06-26,1.1702749729156494
Belgien,EUR,EURUSD=X,2018-06-27,1.1650259494781494
Belgien,EUR,EURUSD=X,2018-06-28,1.1563634872436523
Belgien,EUR,EURUSD=X,2018-06-29,1.1562966108322144
Belgien,EUR,EURUSD=X,2018-07-02,1.1678558588027954
Belgien,EUR,EURUSD=X,2018-07-03,1.1642121076583862
Belgien,EUR,EURUSD=X,2018-07-04,1.1659224033355713
Belgien,EUR,EURUSD=X,2018-07-05,1.166235089302063
Belgien,EUR,EURUSD=X,2018-07-06,1.1695905923843384
Belgien,EUR,EURUSD=X,2018-07-09,1.1752262115478516
Belgien,EUR,EURUSD=X,2018-07-10,1.1756960153579712
Belgien,EUR,EURUSD=X,2018-07-11,1.1727042198181152
Belgien,EUR,EURUSD=X,2018-07-12,1.1676785945892334
Belgien,EUR,EURUSD=X,2018-07-13,1.1665889024734497
Belgien,EUR,EURUSD=X,2018-07-16,1.1679104566574097
Belgien,EUR,EURUSD=X,2018-07-17,1.170946478843689
Belgien,EUR,EURUSD=X,2018-07-18,1.1653246879577637
Belgien,EUR,EURUSD=X,2018-07-19,1.164564609527588
Belgien,EUR,EURUSD=X,2018-07-20,1.1655147075653076
Belgien,EUR,EURUSD=X,2018-07-23,1.1741912364959717
Belgien,EUR,EURUSD=X,2018-07-24,1.1694128513336182
Belgien,EUR,EURUSD=X,2018-07-25,1.1685519218444824
Belgien,EUR,EURUSD=X,2018-07-26,1.1737502813339233
Belgien,EUR,EURUSD=X,2018-07-27,1.1642934083938599
Belgien,EUR,EURUSD=X,2018-07-30,1.16604483127594
Belgien,EUR,EURUSD=X,2018-07-31,1.1707408428192139
Belgien,EUR,EURUSD=X,2018-08-01,1.168961763381958
Belgien,EUR,EURUSD=X,2018-08-02,1.1665889024734497
Belgien,EUR,EURUSD=X,2018-08-03,1.1586008071899414
Belgien,EUR,EURUSD=X,2018-08-06,1.1562297344207764
Belgien,EUR,EURUSD=X,2018-08-07,1.1558021306991577
Belgien,EUR,EURUSD=X,2018-08-08,1.1602946519851685
Belgien,EUR,EURUSD=X,2018-08-09,1.1610760688781738
Belgien,EUR,EURUSD=X,2018-08-10,1.1523923873901367
Belgien,EUR,EURUSD=X,2018-08-13,1.1394712924957275
Belgien,EUR,EURUSD=X,2018-08-14,1.1402509212493896
Belgien,EUR,EURUSD=X,2018-08-15,1.1345715522766113
Belgien,EUR,EURUSD=X,2018-08-16,1.134429931640625
Belgien,EUR,EURUSD=X,2018-08-17,1.1371389627456665
Belgien,EUR,EURUSD=X,2018-08-20,1.1437721252441406
Belgien,EUR,EURUSD=X,2018-08-21,1.149134635925293
Belgien,EUR,EURUSD=X,2018-08-22,1.1576753854751587
