country,date,GNC,n_ports,mean_NC,mean_observations_per_port,total_observations
Indien,2025-01-04,0.006358739022202187,1,16489.0,2.0,2
Indien,2025-01-09,-0.004911536649986559,1,16089.0,2.0,2
Indien,2025-01-14,-0.02808730873264196,1,13981.0,2.0,2
Indien,2025-01-19,-0.21965094487842443,1,4662.0,1.0,1
Indien,2025-01-24,0.2660541784713878,1,17632.0,2.0,2
Indien,2025-01-29,-0.004206820425709879,1,17265.0,2.0,2
Indien,2025-01-31,0.0258968178036487,1,9130.0,1.0,1
Indien,2025-02-05,0.012585703644128542,1,9723.0,1.0,1
Indien,2025-02-08,-0.0005925426887454677,1,17163.0,2.0,2
Indien,2025-02-13,-0.025030298009495765,1,15144.0,2.0,2
Indien,2025-02-15,0.017745871181734964,1,11611.0,2.0,2
Indien,2025-02-20,-0.06526874042400514,1,8378.0,1.0,1
Indien,2025-02-23,0.005392124347949512,1,15983.0,2.0,2
Indien,2025-02-28,-0.008212372289481351,1,15340.0,2.0,2
Indien,2025-03-05,0.004970319526042743,1,15726.0,2.0,2
Indien,2025-03-07,0.02035793901584005,1,11370.0,2.0,2
Indien,2025-03-10,0.0001144273894091441,1,15735.0,2.0,2
Indien,2025-03-15,-0.0030869356613319352,1,15494.0,2.0,2
Indien,2025-03-17,-0.014614993635765749,1,9824.0,1.0,1
Indien,2025-03-20,-0.0007889556582032498,1,15433.0,2.0,2
Indien,2025-03-22,-0.011070350046275833,1,9295.0,1.0,1
Indien,2025-03-25,0.006150797363072513,1,15915.0,2.0,2
Indien,2025-03-27,-0.061715215979249116,1,14067.0,2.0,2
Indien,2025-03-30,-0.03642072660060691,1,12611.0,2.0,2
Indien,2025-04-04,0.04437797826723191,1,15744.0,2.0,2
Indien,2025-04-09,-0.012555710634997653,1,14786.0,2.0,2
Indien,2025-04-11,-0.09566035459348572,1,1372.0,1.0,1
Indien,2025-04-14,-0.06922446569962623,1,10460.0,2.0,2
Indien,2025-04-16,0.28716028205663546,2,13043.5,2.0,4
Indien,2025-04-19,0.014951900271707785,1,14294.0,2.0,2
Indien,2025-04-21,-0.4962098728776484,1,1039.0,1.0,1
Indien,2025-04-24,0.0005588937547880591,1,14334.0,2.0,2
Indien,2025-04-26,0.4535441227889942,1,10034.0,1.0,1
Indien,2025-04-29,-0.016786761699473372,1,13180.0,2.0,2
Indien,2025-05-01,-0.06111619834453563,1,7392.0,2.0,2
Indien,2025-05-04,-0.0016915030918923436,1,13069.0,2.0,2
Indien,2025-05-06,0.10231117530940637,1,12329.0,2.0,2
Indien,2025-05-09,0.055270199387074115,1,17229.0,2.0,2
Indien,2025-05-11,-0.07416595680379885,1,8509.0,1.0,1
Indien,2025-05-13,0.09817253399006365,1,10355.0,1.0,1
Indien,2025-05-14,-0.01113486632515297,1,16296.0,2.0,2
Indien,2025-05-16,0.04961760636053825,1,12017.0,1.0,1
Indien,2025-05-24,-0.017352384609042558,1,13700.0,2.0,2
Indien,2025-06-02,0.000584489658533037,1,12137.0,1.0,1
Indien,2025-06-03,-0.01950740582376991,1,11272.0,1.0,1
Indien,2025-06-05,-0.010773431590806718,1,11751.0,1.0,1
Indien,2025-07-13,0.010059622547637703,1,16856.0,2.0,2
Indien,2025-08-04,0.001001814802898545,1,12479.0,1.0,1
Indien,2025-08-07,0.0004389683561550584,1,17042.0,2.0,2
Indien,2025-09-21,-0.008901720282479412,1,11417.0,1.0,1
Indien,2025-09-23,-0.49197906962734184,1,4268.0,1.0,1
Indien,2025-10-06,0.07379285618642652,1,11139.0,1.0,1
Indien,2025-10-08,-0.0033150779516018993,1,10060.0,1.0,1
Indien,2025-10-11,0.0771827636575452,1,16385.0,2.0,2
Indien,2025-10-13,0.027218880006036804,2,15065.0,2.0,4
Indien,2025-10-16,-0.005302013918858132,1,15655.0,2.0,2
Indien,2025-10-21,-0.2751619507117503,1,3955.0,1.0,1
Indien,2025-10-23,-0.006995247525933302,1,13263.0,2.0,2
Indien,2025-11-05,0.0913748170623452,1,15574.0,2.0,2
Indien,2025-11-07,0.003928300739967957,1,14068.0,2.0,2
Indien,2025-11-09,-0.0064747819472463775,1,13887.0,2.0,2
Indien,2025-11-10,0.0065438793865492785,1,16092.0,2.0,2
Indien,2025-11-15,-0.007754677185192094,1,15480.0,2.0,2
Indien,2025-11-17,0.003881638985445024,1,14325.0,2.0,2
Indien,2025-11-20,0.0032931518914292466,1,15737.0,2.0,2
Indien,2025-11-22,-0.1679495444826676,2,9179.5,1.5,3
Indien,2025-11-25,-0.025853088296549014,1,14483.0,2.0,2
Indien,2025-12-05,0.008227625476778577,1,15725.0,2.0,2
Indien,2025-12-10,-0.02601521853049782,1,13807.0,2.0,2
Indien,2025-12-12,0.05002072852485735,2,13837.0,2.0,4
Indien,2025-12-15,0.029285602649723685,1,15706.0,2.0,2
Indien,2025-12-17,-0.03149091983339467,1,11353.0,2.0,2
Indien,2025-12-19,0.08165347840346993,1,13367.0,2.0,2
Indien,2025-12-20,0.0028071523618425688,1,15928.0,2.0,2
Indien,2025-12-22,0.03764171943844197,1,14965.0,2.0,2
Indien,2025-12-25,-0.0017150168141537136,1,15792.0,2.0,2
Indien,2026-01-01,0.018365711625791904,1,17982.0,2.0,2
Indien,2026-01-04,-0.012244815574654132,1,13972.0,2.0,2
Indien,2026-01-08,-0.23201646068853524,1,3544.0,1.0,1
Indien,2026-01-09,0.004570899765937853,1,14295.0,2.0,2
Indien,2026-01-11,-0.1337003517630695,1,2373.0,1.0,1
Indien,2026-01-14,0.028847624741315414,1,16513.0,2.0,2
Indien,2026-01-16,0.08346685386002761,1,3602.0,1.0,1
Indien,2026-01-24,-0.03346087768239734,1,11817.0,2.0,2
Indien,2026-02-08,0.013824286629899636,1,14540.0,2.0,2
Indien,2026-02-13,0.01498167968714128,1,15671.0,2.0,2
Indien,2026-02-18,-0.011355873304034602,1,14806.0,2.0,2
Indien,2026-02-23,-0.30259972144274483,1,3261.0,1.0,1
Indien,2026-02-25,0.028199380196684443,1,11128.0,1.0,1
Indien,2026-02-28,0.30470931807882023,1,14963.0,2.0,2
Indien,2026-03-05,-0.030977219375055754,1,12816.0,2.0,2
Indien,2026-03-07,0.0015780651108791232,1,11305.0,2.0,2
Indien,2026-03-09,0.10144785607198781,1,13848.0,2.0,2
Indien,2026-03-10,0.04190108102019252,1,15803.0,2.0,2
Indonesia,2017-07-04,0.008599708363929093,1,2484.0,2.0,2
Indonesia,2017-07-19,0.04782717776607998,1,5090.0,2.0,2
Indonesia,2017-08-08,-0.01934383348114723,1,3457.0,2.0,2
Indonesia,2017-09-17,-0.003066001335815427,1,3058.0,2.0,2
Indonesia,2017-09-22,0.06742520901572639,1,4284.0,2.0,2
Indonesia,2017-10-07,-0.06189233662896694,1,1693.0,1.0,1
Indonesia,2017-12-06,0.019491340178054792,1,5452.0,2.0,2
Indonesia,2017-12-26,-0.0580622535010991,1,1707.0,1.0,1
Indonesia,2017-12-31,0.041630365728491193,1,2102.0,1.0,1
Indonesia,2018-02-24,0.016886763330172222,1,5321.0,2.0,2
Indonesia,2018-04-05,-0.02606298512575498,1,1876.0,1.0,1
Indonesia,2018-04-30,0.036574796469356026,1,4681.0,2.0,2
Indonesia,2018-05-05,0.05771791723869981,1,6247.0,2.0,2
Indonesia,2018-05-10,-0.021510125795365553,1,5610.0,2.0,2
Indonesia,2018-05-30,-0.017884702615359505,1,3923.0,1.0,1
Indonesia,2018-06-14,0.004564394997322078,1,4201.0,2.0,2
Indonesia,2018-06-19,-0.11130521294813427,1,2408.0,2.0,2
Indonesia,2018-06-24,0.09847683917265364,1,3940.0,2.0,2
Indonesia,2018-07-09,0.0007738332320506913,1,3986.0,1.0,1
Indonesia,2018-07-19,-0.09355415796674835,1,1564.0,1.0,1
Indonesia,2018-08-13,0.05401316849705498,1,6035.0,2.0,2
Indonesia,2018-08-28,-0.0905783980236728,1,1551.0,1.0,1
Indonesia,2018-09-07,0.1374131720309192,1,6129.0,2.0,2
Indonesia,2018-09-17,-0.0011321804422371074,1,6060.0,2.0,2
Indonesia,2018-09-22,-0.02232279692593373,1,5420.0,2.0,2
Indonesia,2018-10-07,-0.004187865659274811,1,5090.0,1.0,1
Indonesia,2018-10-22,-0.09633041825123184,1,1200.0,1.0,1
Indonesia,2018-11-16,0.07025680411130984,1,6950.0,2.0,2
Indonesia,2018-11-21,-0.11058948469969856,1,3998.0,1.0,1
Indonesia,2018-12-16,0.002548385537582689,1,4261.0,2.0,2
Indonesia,2019-03-26,-0.0011318788320412664,1,3805.0,2.0,2
Indonesia,2019-04-25,0.009979143075483895,1,5133.0,2.0,2
Indonesia,2019-05-15,-0.003972109982909177,1,4741.0,2.0,2
Indonesia,2019-05-20,-0.012175025554770968,1,4461.0,2.0,2
Indonesia,2019-05-30,-0.17790630073283706,1,753.0,1.0,1
Indonesia,2019-06-09,-0.03644837637349703,1,523.0,1.0,1
Indonesia,2019-06-19,0.23048769198184288,1,5242.0,2.0,2
Indonesia,2019-06-29,0.014945224461057194,1,6087.0,2.0,2
Indonesia,2019-07-24,-0.028852159043748563,1,2959.0,1.0,1
Indonesia,2019-08-18,0.008755050561794242,1,3683.0,2.0,2
Indonesia,2019-08-23,-0.20811888758651217,1,1301.0,1.0,1
Indonesia,2019-09-12,0.07720857405165744,1,6094.0,2.0,2
Indonesia,2019-10-02,-0.035819429926493875,1,2977.0,1.0,1
Indonesia,2019-10-17,0.045137523901934117,1,5859.0,2.0,2
Indonesia,2019-10-22,-0.11712768727276561,1,3262.0,2.0,2
Indonesia,2019-11-06,0.03640827431046117,1,5632.0,2.0,2
Indonesia,2019-11-11,-0.07039362004319223,1,3961.0,2.0,2
Indonesia,2019-11-16,0.10846720663035044,1,6813.0,2.0,2
Indonesia,2019-12-11,-0.04567215549003535,1,2175.0,1.0,1
Indonesia,2020-03-10,-0.002705150597835192,1,1705.0,1.0,1
Indonesia,2020-05-14,0.0057085817887845,1,2471.0,2.0,2
Indonesia,2020-05-24,-0.01202648663931436,1,2191.0,2.0,2
Indonesia,2020-06-13,0.021808841600579276,1,3389.0,2.0,2
Indonesia,2020-06-28,-0.014025972351942369,1,2746.0,2.0,2
Indonesia,2020-07-08,0.010728873556291863,1,3057.0,2.0,2
Indonesia,2020-07-28,0.0024885518612511428,1,3213.0,2.0,2
Indonesia,2020-08-22,-0.0522127352905342,1,871.0,1.0,1
Indonesia,2020-08-27,0.30662392077030914,1,4035.0,2.0,2
Indonesia,2020-09-01,-0.06297949692367233,1,2945.0,2.0,2
Indonesia,2020-09-21,0.004711459104634752,1,3236.0,2.0,2
Indonesia,2020-10-21,-0.021693120100749308,1,1688.0,1.0,1
Indonesia,2020-10-31,-0.08152344900230854,1,747.0,1.0,1
Indonesia,2020-12-20,0.034155718924119984,1,4121.0,1.0,1
Indonesia,2021-03-25,0.0027316238140114727,1,5342.0,2.0,2
Indonesia,2021-04-09,-0.01803226662181944,1,4076.0,2.0,2
Indonesia,2021-04-19,-0.09159227917216013,1,1631.0,1.0,1
Indonesia,2021-04-24,0.2627341850642567,1,6067.0,2.0,2
Indonesia,2021-04-29,-0.008278436134112254,1,5821.0,2.0,2
Indonesia,2021-05-14,-0.08752983138139919,1,1566.0,1.0,1
Indonesia,2021-06-13,0.042599499548377565,1,5621.0,2.0,2
Indonesia,2021-07-03,-0.0053857788330906155,1,5047.0,2.0,2
Indonesia,2021-07-18,0.00278114501733171,1,5262.0,2.0,2
Indonesia,2021-07-28,-0.10633243932040673,1,1817.0,1.0,1
Indonesia,2021-08-12,0.061019973129574426,1,4538.0,2.0,2
Indonesia,2021-09-16,0.003575719441003652,1,5143.0,2.0,2
Indonesia,2021-10-01,-0.07660377013160714,1,1630.0,1.0,1
Indonesia,2021-10-11,0.10722977070000521,1,4763.0,2.0,2
Indonesia,2021-10-16,0.011305672052910864,1,5040.0,2.0,2
Indonesia,2021-10-26,-0.07963055372128718,1,2273.0,1.0,1
Indonesia,2021-12-10,0.007698127165442554,1,3214.0,1.0,1
Indonesia,2022-01-04,0.02470887939689874,1,5961.0,2.0,2
Indonesia,2022-01-24,-0.020399231788502357,1,3964.0,2.0,2
Indonesia,2022-03-20,0.004402447760355021,1,5050.0,2.0,2
Indonesia,2022-04-04,-0.0325324087864112,1,3100.0,1.0,1
Indonesia,2022-04-09,0.12854048449964672,1,5895.0,2.0,2
Indonesia,2022-05-29,-0.01671321994948091,1,2556.0,1.0,1
Indonesia,2022-06-03,0.13944934941257542,1,5133.0,2.0,2
Indonesia,2022-06-23,-0.008772433875309637,1,4307.0,1.0,1
Indonesia,2022-07-18,-0.007529455654168373,1,3568.0,2.0,2
Indonesia,2022-07-28,0.014917354825562867,1,4142.0,1.0,1
Indonesia,2022-08-02,-0.1617398970961803,1,1845.0,1.0,1
Indonesia,2022-08-07,0.1617881771205548,1,4143.0,2.0,2
Indonesia,2022-10-31,-0.004681066830017771,1,2783.0,1.0,1
Indonesia,2022-11-05,0.0014321579277794428,1,2803.0,1.0,1
Indonesia,2022-11-20,0.0023828745414148735,1,2905.0,1.0,1
Indonesia,2022-12-15,-0.024588841241215603,1,1571.0,1.0,1
Indonesia,2023-03-10,0.011178932443907118,1,4063.0,2.0,2
Indonesia,2023-03-20,0.01635644078993277,1,4785.0,2.0,2
Indonesia,2023-04-09,-0.2189448370832477,1,60.0,1.0,1
Indonesia,2023-04-19,0.34573676531292097,1,1904.0,1.0,1
Indonesia,2023-04-24,0.10081604712529177,1,3152.0,2.0,2
Indonesia,2023-05-14,0.038774064337239,1,6845.0,2.0,2
Indonesia,2023-05-24,-0.21379500694526002,1,807.0,1.0,1
Indonesia,2023-06-03,0.1821065595813554,1,4986.0,2.0,2
Indonesia,2023-06-13,-0.21342667271837384,1,590.0,1.0,1
Indonesia,2023-06-23,0.2075407994124366,1,4701.0,2.0,2
Indonesia,2023-06-28,0.16466185147534879,1,10709.0,3.0,3
Indonesia,2023-07-13,-0.13971520577717295,1,1317.0,1.0,1
Indonesia,2023-07-18,0.2523021593676244,1,4650.0,2.0,2
Indonesia,2023-07-23,0.004086987682861221,1,4746.0,2.0,2
Indonesia,2023-07-28,0.02872408890854139,1,5479.0,2.0,2
Indonesia,2023-08-07,-0.1799638575495436,1,906.0,1.0,1
Indonesia,2023-08-12,0.3605836923635362,1,5497.0,2.0,2
Indonesia,2023-08-17,-0.012498203178825662,1,5164.0,2.0,2
Indonesia,2023-09-06,-0.008703378308409082,1,4339.0,2.0,2
Indonesia,2023-09-11,-0.20978671439160568,1,1520.0,1.0,1
Indonesia,2023-09-16,0.2732720292438147,1,5960.0,2.0,2
Indonesia,2023-09-26,-0.03841338432204981,1,4059.0,2.0,2
Indonesia,2023-10-16,-0.05463584570937159,1,1361.0,1.0,1
Indonesia,2023-10-21,0.2258485848049924,1,4210.0,2.0,2
Indonesia,2023-10-26,-0.12125883384739425,1,2296.0,1.0,1
Indonesia,2023-12-15,0.00026822811725670805,1,2327.0,1.0,1
Indonesia,2023-12-20,0.2036207846489196,1,6441.0,2.0,2
Indonesia,2024-01-14,-0.015343295874346267,1,4389.0,1.0,1
Indonesia,2024-01-24,-0.08467663695429088,1,1882.0,1.0,1
Indonesia,2024-03-04,0.014542177475393724,1,3367.0,1.0,1
Indonesia,2024-04-18,-0.015582189194450516,1,1670.0,1.0,1
Indonesia,2024-05-03,0.08229742351317082,1,5739.0,2.0,2
Indonesia,2024-05-08,-0.26116188669900564,1,1555.0,1.0,1
Indonesia,2024-06-17,0.036838336802260584,1,6787.0,2.0,2
Indonesia,2024-07-12,0.004330356766090873,1,7563.0,2.0,2
Indonesia,2024-07-17,-0.29935316674457885,1,1693.0,2.0,2
Indonesia,2024-07-22,0.16999888309775618,1,3961.0,1.0,1
Indonesia,2024-07-27,0.10293113889326193,1,6627.0,2.0,2
Indonesia,2024-08-06,-0.02941918221831017,1,4938.0,2.0,2
Indonesia,2024-08-16,0.0013477021844197524,1,5005.0,1.0,1
Indonesia,2024-08-21,-0.1153082877637532,1,2812.0,1.0,1
Indonesia,2024-09-15,0.026122335236540374,1,5403.0,2.0,2
Indonesia,2024-09-25,-0.043333461064657894,1,3503.0,1.0,1
Indonesia,2024-10-05,0.055023297270008875,1,6073.0,2.0,2
Indonesia,2024-10-10,-0.014864664844703413,1,5638.0,1.0,1
Indonesia,2024-10-20,0.02170947870970501,1,7005.0,2.0,2
Indonesia,2024-10-25,-0.008247690097211446,1,6722.0,2.0,2
Indonesia,2025-02-12,0.00023496168374305428,1,6898.0,2.0,2
Indonesia,2025-02-27,0.0012636794205282817,1,7030.0,2.0,2
Indonesia,2025-03-24,-0.014782395009703748,1,4858.0,1.0,1
Indonesia,2025-03-29,-0.258939258233401,1,1331.0,1.0,1
Indonesia,2025-05-03,0.05094880312202754,1,7918.0,2.0,2
Indonesia,2025-05-05,-0.05332618018340263,1,7117.0,2.0,2
Indonesia,2025-06-12,-0.003200506446896091,1,6302.0,2.0,2
Indonesia,2025-07-07,-0.03542961150702915,1,2599.0,1.0,1
Indonesia,2025-07-12,0.19449478729602312,1,6873.0,2.0,2
Indonesia,2025-07-22,-0.03245833475082911,1,4968.0,2.0,2
Indonesia,2025-07-24,0.08486459270747293,1,5887.0,2.0,2
Indonesia,2025-08-01,-0.00856800514595002,1,5497.0,2.0,2
Indonesia,2025-08-06,0.03231632313950108,1,6461.0,2.0,2
Indonesia,2025-08-16,-0.02876304821816955,1,4846.0,2.0,2
Indonesia,2025-08-26,-0.056582570232323624,1,2752.0,1.0,1
Indonesia,2025-09-05,0.09334393616363049,1,6999.0,2.0,2
Indonesia,2025-09-15,-0.013780643314133912,1,6098.0,2.0,2
Indonesia,2025-10-05,-0.0012284814504262443,1,5950.0,2.0,2
Indonesia,2025-11-09,-0.006363527756939037,1,4762.0,2.0,2
Indonesia,2025-11-19,-0.06435773360199529,1,2502.0,1.0,1
Indonesia,2025-11-24,-0.2832633799934715,1,607.0,1.0,1
Indonesia,2025-12-11,0.15000066590309818,1,7774.0,2.0,2
Indonesia,2026-03-04,-0.004777888882217322,1,5229.0,1.0,1
Japan,2017-01-28,-0.004630456804168581,1,6541.0,2.0,2
Japan,2017-02-07,-0.00282189266938051,1,6359.0,2.0,2
Japan,2017-02-17,-0.20593583571519947,1,811.0,1.0,1
Japan,2017-03-09,0.10252564676988482,1,6303.0,2.0,2
Japan,2017-03-19,0.007619097605403091,1,6802.0,2.0,2
Japan,2017-04-18,-0.005014440114237514,1,5852.0,2.0,2
Japan,2017-04-28,-0.2159826071267485,1,675.0,1.0,1
Japan,2017-05-08,0.19581105528077672,1,4783.0,2.0,2
Japan,2017-06-17,0.008403590952274387,1,6694.0,2.0,2
Japan,2017-07-07,-0.008248242174567011,1,5676.0,2.0,2
Japan,2017-08-06,-0.007776036379140372,1,4495.0,1.0,1
Japan,2017-08-21,-0.13403090010646004,1,602.0,1.0,1
Japan,2017-09-15,0.008845928258212545,1,751.0,1.0,1
Japan,2017-09-25,0.18195542336525133,1,4633.0,2.0,2
Japan,2017-10-10,0.014561804780184318,1,5764.0,2.0,2
Japan,2017-10-30,0.004746579156572661,1,6338.0,2.0,2
Japan,2017-11-09,0.014813705195601656,1,7350.0,2.0,2
Japan,2017-11-24,-0.016308751403393273,1,5755.0,2.0,2
Japan,2017-11-29,0.016278358781152136,1,6243.0,2.0,2
Japan,2017-12-09,0.012666017036367272,1,7086.0,2.0,2
Japan,2017-12-14,-0.0033585533786155254,1,6968.0,2.0,2
Japan,2017-12-19,-0.021749355160378413,1,6250.0,2.0,2
Japan,2017-12-29,0.011189909249740814,1,6990.0,2.0,2
Japan,2018-01-03,-0.008474605969759708,1,6700.0,2.0,2
Japan,2018-01-13,0.008123602523757966,1,7267.0,2.0,2
Japan,2018-02-07,0.001010923370602299,1,7453.0,2.0,2
Japan,2018-02-12,-0.01634873857286543,1,6868.0,2.0,2
Japan,2018-02-17,-0.4922616864880709,1,586.0,1.0,1
Japan,2018-02-27,0.08907103533225173,1,1428.0,1.0,1
Japan,2018-03-04,0.3199171231982179,1,7070.0,2.0,2
Japan,2018-03-14,-0.0005247122582600738,1,7033.0,2.0,2
Japan,2018-03-29,0.0034991300731487484,1,7412.0,2.0,2
Japan,2018-04-03,0.0013178290132529469,1,7461.0,2.0,2
Japan,2018-04-13,-0.010118452373693288,1,6743.0,2.0,2
Japan,2018-04-28,0.0047594987727336505,1,7242.0,2.0,2
Japan,2018-05-18,-0.0029359580682248422,1,6829.0,2.0,2
Japan,2018-06-02,-0.005885122494648106,1,6252.0,2.0,2
Japan,2018-07-17,-0.008850959803573094,1,4198.0,1.0,1
Japan,2018-07-22,-0.35206767229755054,1,722.0,1.0,1
Japan,2018-08-01,0.21069340953778504,1,5937.0,2.0,2
Japan,2018-08-11,0.014289870092722978,1,6849.0,2.0,2
Japan,2018-08-16,-0.037641663965822046,1,5674.0,1.0,1
Japan,2018-08-26,0.009876496715661709,1,6263.0,2.0,2
Japan,2018-08-31,0.012111774810601971,1,6654.0,2.0,2
Japan,2018-09-05,-0.019065041694301853,1,6049.0,2.0,2
Japan,2018-10-10,-0.0037605791705652386,1,5303.0,1.0,1
Japan,2018-10-20,0.011073919825055966,1,5924.0,2.0,2
Japan,2018-10-25,0.008946123735110589,1,6195.0,2.0,2
Japan,2018-10-30,0.013934121574689939,1,6642.0,2.0,2
Japan,2018-12-04,-0.0019445058370852815,1,6205.0,1.0,1
Japan,2018-12-14,0.027168043142421716,1,8142.0,2.0,2
Japan,2018-12-19,-0.003244050569561452,1,8011.0,2.0,2
Japan,2018-12-29,-0.011608369393707995,1,7133.0,2.0,2
Japan,2019-01-03,-0.011512516511403703,1,6734.0,2.0,2
Japan,2019-01-13,0.006022271713233174,1,7152.0,2.0,2
Japan,2019-01-18,0.05018830053504821,1,9192.0,2.0,2
Japan,2019-01-23,-0.02145444302223254,1,8257.0,2.0,2
Japan,2019-02-02,-0.002849965641921237,1,8025.0,2.0,2
Japan,2019-02-12,-0.0012665540179774837,1,7924.0,2.0,2
Japan,2019-02-22,0.011131197799114112,1,8857.0,2.0,2
Japan,2019-03-09,-0.010362072648886904,1,7582.0,2.0,2
Japan,2019-03-14,-0.016660266097492736,1,6976.0,2.0,2
Japan,2019-03-24,0.006895464445661403,1,7474.0,2.0,2
Japan,2019-04-03,-0.00013388675182497424,1,7464.0,2.0,2
Japan,2019-04-13,-0.01660558497516167,1,6322.0,2.0,2
Japan,2019-04-28,-0.01009067351928472,1,5434.0,2.0,2
Japan,2019-05-08,0.011364410955522963,1,6088.0,2.0,2
Japan,2019-05-18,0.017025828566121247,1,7218.0,2.0,2
Japan,2019-05-23,-0.013229381455008848,1,6756.0,2.0,2
Japan,2019-06-17,0.0002125780025397006,1,6792.0,2.0,2
Japan,2019-08-06,-0.005962819478171042,1,5041.0,2.0,2
Japan,2019-08-11,0.04576019904817734,1,6337.0,2.0,2
Japan,2019-09-10,9.454781000120724e-05,1,6355.0,2.0,2
Japan,2019-09-20,-0.00957036482335596,1,5775.0,1.0,1
Japan,2019-10-05,0.010469383210811974,1,6757.0,2.0,2
Japan,2019-10-10,-0.4809750652769633,1,610.0,1.0,1
Japan,2019-10-30,0.12385446442194051,1,7263.0,2.0,2
Japan,2019-11-04,-0.012030288901614127,1,6839.0,2.0,2
Japan,2019-11-09,-0.46823837395455586,1,658.0,1.0,1
Japan,2019-11-29,0.11539450726118691,1,6615.0,2.0,2
Japan,2019-12-04,0.0178075083251791,1,7231.0,2.0,2
Japan,2019-12-09,-0.6085176402287182,1,345.0,1.0,1
Japan,2019-12-14,0.647086727349599,1,8769.0,2.0,2
Japan,2019-12-24,-0.0228890447089789,1,6975.0,2.0,2
Japan,2019-12-29,-0.03125112832297461,1,5966.0,2.0,2
Japan,2020-01-03,0.023474644497638763,1,6709.0,2.0,2
Japan,2020-01-13,0.02682289145654959,1,8773.0,2.0,2
Japan,2020-02-02,-0.0008506930114410948,1,8625.0,2.0,2
Japan,2020-02-12,-0.24530709987321808,1,742.0,1.0,1
Japan,2020-02-27,0.13741676632521133,1,5829.0,1.0,1
Japan,2020-03-03,0.038998652171434854,1,7084.0,2.0,2
Japan,2020-03-18,-0.0029732902103215037,1,6775.0,2.0,2
Japan,2020-04-02,0.0024441869039390457,1,7028.0,2.0,2
Japan,2020-04-07,0.026157718151083385,1,8010.0,2.0,2
Japan,2020-05-02,-0.005345536297847104,1,7008.0,2.0,2
Japan,2020-05-07,-0.02595751879953454,1,6155.0,2.0,2
Japan,2020-05-17,0.008080477428505262,1,6673.0,2.0,2
Japan,2020-07-26,-0.0014332570430838133,1,6036.0,2.0,2
Japan,2020-08-05,0.007805265726552513,1,6526.0,2.0,2
Japan,2020-08-15,0.0019574253675946453,1,6655.0,2.0,2
Japan,2020-08-20,-0.018665734642292618,1,6062.0,2.0,2
Japan,2020-08-25,0.0022309942625017955,1,6130.0,1.0,1
Japan,2020-09-04,-0.012790752523058302,1,5394.0,1.0,1
Japan,2020-09-09,0.044317010322204455,1,6732.0,2.0,2
Japan,2020-10-14,0.0006213250176197655,1,6880.0,1.0,1
Japan,2020-11-13,0.0006667368601011248,1,7019.0,2.0,2
Japan,2020-11-18,0.007960277108876567,1,7304.0,2.0,2
Japan,2020-11-23,0.0004103126652843514,1,7319.0,2.0,2
Japan,2020-11-28,0.0030373465112486287,1,7431.0,2.0,2
Japan,2020-12-08,-0.004331466937174433,1,7116.0,2.0,2
Japan,2020-12-13,-0.00028125444095081773,1,7106.0,2.0,2
Japan,2020-12-18,0.03608398937919795,1,8511.0,2.0,2
Japan,2020-12-23,-0.017370233872039974,1,7803.0,2.0,2
Japan,2021-01-02,-0.0076545902404642875,1,7228.0,2.0,2
Japan,2021-01-07,0.01924306785495098,1,7958.0,2.0,2
Japan,2021-01-22,-0.008713272542722568,1,6983.0,2.0,2
Japan,2021-02-06,0.0017059906889712077,1,7164.0,2.0,2
Japan,2021-02-11,0.03301959143412318,1,8450.0,2.0,2
Japan,2021-02-16,-0.027431174733681018,1,7367.0,2.0,2
Japan,2021-02-21,-0.012981922783909994,1,6904.0,2.0,2
Japan,2021-03-03,0.018186278027043555,1,8281.0,2.0,2
Japan,2021-03-18,-0.007860253420718522,1,7360.0,2.0,2
Japan,2021-03-23,-0.024974665976281684,1,6496.0,2.0,2
Japan,2021-04-07,0.0054655231918352126,1,7051.0,2.0,2
Japan,2021-04-12,-0.010063186800652347,1,6705.0,1.0,1
Japan,2021-04-22,0.009184679649110272,1,7350.0,2.0,2
Japan,2021-04-27,0.0019496498827319187,1,7422.0,2.0,2
Japan,2021-05-02,-0.04031686273564894,1,6067.0,1.0,1
Japan,2021-06-11,0.0050631752802377415,1,7429.0,2.0,2
Japan,2021-07-16,-0.07198730814860502,1,598.0,1.0,1
Japan,2021-07-21,0.4761444408669494,1,6466.0,2.0,2
Japan,2021-08-05,0.004936849110477937,1,6963.0,2.0,2
Japan,2021-08-10,-0.02093491687990543,1,6271.0,2.0,2
Japan,2021-08-20,-0.0008326709439131719,1,6219.0,1.0,1
Japan,2021-09-19,0.0036660265105947923,1,6942.0,2.0,2
Japan,2021-09-24,0.01334478030968036,1,7421.0,2.0,2
Japan,2021-09-29,0.0008068865167185635,1,7451.0,2.0,2
Japan,2021-10-14,-0.017741948526911362,1,5710.0,2.0,2
Japan,2021-10-24,0.019594693065396206,1,6946.0,2.0,2
Japan,2021-10-29,0.02211172293917869,1,7758.0,2.0,2
Japan,2021-11-03,-0.02636039136714281,1,6800.0,2.0,2
Japan,2021-11-08,-0.009825691335601761,1,6474.0,2.0,2
Japan,2021-11-13,0.013439896361982307,1,6924.0,2.0,2
Japan,2021-11-28,0.005805572465086802,1,7554.0,2.0,2
Japan,2021-12-03,0.013487680592209016,1,8081.0,2.0,2
Japan,2021-12-13,0.004725098104779413,1,8472.0,2.0,2
